Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0034,"Taylor Made Sales Agency, Agent CLXXXVI ","","Redemption Time","","B",Colt,"Redemption Time","Runhappy","A Jealous Woman","","","","","R.N.A. (190,000)",---
1,0035,"Taylor Made Sales Agency, Agent X ","","Miss Interpret","","B",Filly,"Miss Interpret","Street Sense","All Mettle","","","","","F Brothers, Agent",100000
1,0036,"Gainesway, Agent X ","","All Girl","","DB/BR",Filly,"All Girl","Ghostzapper","Allusion","","","","","F Brothers, Agent",220000
1,0037,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ","","Admiral Halsey","","DB/BR",Colt,"Admiral Halsey","War Front","Aloof (IRE)","","","","","Sweetwater Trading Co., Agt. for Rockingham Ranch",230000
1,0038,"Taylor Made Sales Agency, Agent CCXV ","","Distorted Humor --- Amber Grace","","CH",Colt,"","Distorted Humor","Amber Grace","","","","","Out",0
1,0039,"Eaton Sales, Agent ","","Verstappen","","B",Colt,"Verstappen","War Front","Andromeda Galaxy (FR)","","","","","Stripes Stable, LLC",325000
1,0040,"Taylor Made Sales Agency, Agent CCXI ","","Gilded Age","","B",Colt,"Gilded Age","Medaglia d'Oro","Angela Renee","","","","","Grandview",600000
1,0041,"Lane's End, Agent for Kinsman Farm ","","Bloodline","","DB/BR",Colt,"Bloodline","Uncle Mo","A. P. Dream","","","","","R.N.A. (325,000)",---
1,0042,"Mt. Brilliant Farm ","","Blue Devil","","B",Colt,"Blue Devil","Uncle Mo","Apologize","","","","","Donato Lanni, Agt for SF/Starlight/Madaket",300000
1,0043,"Eaton Sales, Agent ","","Teasing","","B",Filly,"Teasing","Tapit","Appealing Zophie","","","","","R.N.A. (185,000)",---
1,0044,"Hunter Valley Farm, Agent ","","Forgotten Realm","","CH",Filly,"Forgotten Realm","Curlin","Applauding","","","","","David Redvers",625000
1,0045,"Denali Stud, Agent LXV ","","Genesis One","","B",Colt,"Genesis One","Medaglia d'Oro","Apt","","","","","Maverick Racing",330000
1,0046,"Hunter Valley Farm, Agent ","","Curbstone","","DB/BR",Colt,"Curbstone","Street Sense","Archstone","","","","","R.N.A. (120,000)",---
1,0047,"Taylor Made Sales Agency, Agent CLXXIV ","","Celestia","","B",Filly,"Celestia","Uncle Mo","Arienza","","","","","MV Magnier",225000
1,0048,"Paramount Sales, Agent XL ","","Syndra","","DB/BR",Filly,"Syndra","Street Sense","Arkanian","","","","","R.N.A. (100,000)",---
1,0049,"Taylor Made Sales Agency, Agent for Siena Farm LLC ","","Varatti","","B",Colt,"Varatti","Into Mischief","Artemis","","","","","Maverick Racing",350000
1,0050,"Calumet Farm ","","Got Thunder","","GR/RO",Colt,"Got Thunder","Arrogate","Ask the Question","","","","","Golf 20/21",155000
1,0051,"Machmer Hall Sales, Agent for Machmer Hall ","","Bob Marco","","DB/BR",Colt,"Bob Marco","Arrogate","Astray","","","","","Eclipse Thoroughbred Partners and Whitehorse",250000
1,0052,"Paramount Sales, Agent XL ","","Tiger to Remember","","CH",Colt,"Tiger to Remember","Kitten's Joy","Athenian (IRE)","","","","","R.N.A. (190,000)",---
1,0053,"Hill 'n' Dale Sales Agency, Agent ","","Daniel Sun","","CH",Colt,"Daniel Sun","Kitten's Joy","Atlantic Voyage","","","","","X-Men Racing, LLC",90000
1,0054,"Taylor Made Sales Agency, Agent CC ","","Moon Dog","","CH",Colt,"Moon Dog","California Chrome","Aura of the Moon","","","","","R.N.A. (120,000)",---
1,0055,"Taylor Made Sales Agency, Agent CXXX ","","Electro World","","B",Filly,"Electro World","Into Mischief","Ava Pie","","","","","Yamaguchi Stable",385000
1,0056,"Claiborne Farm, Agent ","","Fort Washington","","DB/BR",Colt,"Fort Washington","War Front","Azaelia (FR)","","","","","Out",0
1,0057,"Eaton Sales, Agent ","","Conch Pearl","","CH",Filly,"Conch Pearl","American Pharoah","A Z Warrior","","","","","North Hills",340000
1,0058,"Denali Stud, Agent LIX ","","I'm Baffled","","B",Filly,"I'm Baffled","Medaglia d'Oro","Baffled","","","","","Whisper Hill Farm LLC",1100000
1,0059,"Lane's End, Agent ","","Waltz","","DB/BR",Colt,"Waltz","Medaglia d'Oro","Ball Dancing","","","","","R.N.A. (170,000)",---
1,0060,"Taylor Made Sales Agency, Agent CCVII ","","Fort Ticonderoga","","B",Colt,"Fort Ticonderoga","War Front","Ballet Pacifica","","","","","Out",0
1,0061,"St George Sales, Agent I ","","Dealmeinbud","","B",Colt,"Dealmeinbud","Practical Joke","Bama Belle","","","","","Out",0
1,0062,"Paramount Sales, Agent LXXXVI ","","Ready At Two","","B",Filly,"Ready At Two","Empire Maker","Bar Hopper","","","","","Clark Brewster",40000
1,0063,"Sequel New York, Agent for Chester and Mary Broman ","","Montebello","","B",Colt,"Montebello","Curlin","Beautiful But Blue","","","","","Donato Lanni, Agt for SF/Starlight/Madaket",400000
1,0064,"Taylor Made Sales Agency, Agent XCVII ","","Improper","","B",Colt,"Improper","Into Mischief","Beholden","","","","","Robert Baker and William Mack",350000
1,0065,"Brereton C. Jones/Airdrie Stud Inc., Agent ","","Faith's Reward","","B",Filly,"Faith's Reward","Uncle Mo","Believe You Can","","","","","R.N.A. (800,000)",---
1,0066,"Taylor Made Sales Agency, Agent CXXI ","","Up to the Mark","","B",Colt,"Up to the Mark","Not This Time","Belle's Finale","","","","","West Bldstk,Agt for Repole Stables&St Elias Stable",450000
1,0067,"Gainesway, Agent XI ","","Ganadora","","B",Filly,"Ganadora","Quality Road","Beloveda","","","","","Donato Lanni, Agent",1000000
1,0068,"Paramount Sales, Agent LXXXIII ","","Summer in Malibu","","CH",Colt,"Summer in Malibu","Malibu Moon","Bev's Summer Song","","","","","R.N.A. (65,000)",---
1,0069,"Taylor Made Sales Agency, Agent CXCVIII ","","Themley","","B",Filly,"Themley","Uncle Mo","Beyond Ambition","","","","","Out",0
1,0070,"Glennwood Farm Inc., Agent ","","Fujin Shojo","","CH",Filly,"Fujin Shojo","Speightstown","Big Raven (IRE)","","","","","Akira Katayama",235000
1,0071,"Gainesway, Agent XV ","","Jouett","","B",Colt,"Jouett","Empire Maker","Bird Town","","","","","Out",0
1,0072,"Woodford Thoroughbreds, Agent I ","","King Curlin","","DB/BR",Colt,"King Curlin","Curlin","Blingismything","","","","","R.N.A. (285,000)",---
1,0073,"Beau Lane Bloodstock ","","Woodline","","CH",Colt,"Woodline","Gun Runner","Blip n' Th Bye","","","","","R.N.A. (435,000)",---
1,0074,"Taylor Made Sales Agency, Agent CCXX ","","Active Duty","","B",Colt,"Active Duty","Medaglia d'Oro","Blue Violet","","","","","Out",0
1,0075,"Four Star Sales, Agent ","","Humidor","","B",Colt,"Humidor","Distorted Humor","Bold Breanna","","","","","Bradley Thoroughbreds, Agt. for Rodeo Creek Racing",300000
1,0076,"Denali Stud, Agent LXII ","","Gorgeous Carina","","B",Filly,"Gorgeous Carina","Into Mischief","Bonne Rafaela (BRZ)","","","","","R.N.A. (150,000)",---
1,0077,"Blandford Stud (Padraig Campion), Agent ","","Disputed River","","B",Colt,"Disputed River","American Pharoah","Border Dispute","","","","","Mick Price Racing, Australia",225000
1,0078,"Four Star Sales, Agent for Spendthrift Farm LLC ","","Barossa","","B",Colt,"Barossa","Into Mischief","Bouquet Booth","","","","","Donato Lanni, Agt for SF/Starlight/Madaket",775000
1,0079,"Four Star Sales, Agent ","","Angelsilica","","B",Filly,"Angelsilica","Dark Angel (IRE)","Brave Anna","","","","","North Hills",150000
1,0080,"Lane's End, Agent ","","Smooth Ride","","DB/BR",Colt,"Smooth Ride","Candy Ride (ARG)","Brilliant Jewel","","","","","Mayberry Farm",450000
1,0081,"Lane's End, Agent ","","Prevaricate","","DB/BR",Filly,"Prevaricate","Medaglia d'Oro","Broadway's Alibi","","","","","Out",0
1,0082,"Taylor Made Sales Agency, Agent CLVIII ","","Monarcha Del Nilo","","B",Filly,"Monarcha Del Nilo","American Pharoah","Brushwork","","","","","R.N.A. (490,000)",---
1,0083,"Sierra Farm ","","Steele Grace","","GR/RO",Filly,"Steele Grace","Arrogate","Bsharpsonata","","","","","R.N.A. (185,000)",---
1,0084,"Hill 'n' Dale Sales Agency, Agent ","","Tommy Bee","","B",Colt,"Tommy Bee","Medaglia d'Oro","Callback","","","","","R.N.A. (200,000)",---
1,0085,"Lane's End, Agent ","","Granlusso","","GR/RO",Colt,"Granlusso","Street Sense","Cambiocorsa","","","","","Out",0
1,0086,"Ramsey Farm ","","Money's On Kitten","","B",Colt,"Money's On Kitten","Kitten's Joy","Cardinalli","","","","","Out",0
1,0087,"Hill 'n' Dale Sales Agency, Agent ","","Pius Maximus","","B",Colt,"Pius Maximus","Curlin","Carina Mia","","","","","Out",0
1,0088,"Paramount Sales, Agent LXXV ","","Cancel This","","B",Filly,"Cancel This","Malibu Moon","Catch My Fancy","","","","","C.J. Thoroughbreds",180000
1,0089,"Eaton Sales, Agent ","","Arollercoasterride","","DB/BR",Colt,"Arollercoasterride","Curlin","Catch the Thrill","","","","","R.N.A. (290,000)",---
1,0090,"Denali Stud, Agent LIX ","","Cathryn's Gold","","B",Filly,"Cathryn's Gold","Medaglia d'Oro","Cathryn Sophia","","","","","Out",0
1,0091,"Stone Farm ","","Meander","","B",Filly,"Meander","Quality Road","Cat Lore","","","","","Out",0
1,0092,"Ramsey Farm ","","Mystic Wells","","B",Filly,"Mystic Wells","Kitten's Joy","Cat On a Tin Roof","","","","","Bishop Bloodstock",75000
1,0093,"Denali Stud, Agent LXIII ","","Manchester","","CH",Colt,"Manchester","Curlin","Cavalia","","","","","Out",0
1,0094,"Eaton Sales, Agent for Stonestreet Bred & Raised ","","La Crete","","B",Filly,"La Crete","Medaglia d'Oro","Cavorting","","","","","Out",0
1,0095,"Bedouin Bloodstock, Agent ","","Misthaven (IRE)","","B",Filly,"Misthaven (IRE)","Candy Ride (ARG)","Celestial Woods","","","","","R.N.A. (345,000)",---
1,0096,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Unlimitedpotential","","DB/BR",Colt,"Unlimitedpotential","Union Rags","Champagne Ice","","","","","Out",0
1,0097,"Stone Farm ","","Blackadder","","DB/BR",Colt,"Blackadder","Quality Road","Chapel","","","","","Donato Lanni, Agt for SF/Starlight/Madaket",620000
1,0098,"Stone Farm ","","American Heroine","","DB/BR",Filly,"American Heroine","War Front","Chatham","","","","","Mike Ryan, Agent",1050000
1,0099,"Dromoland Farm Inc. (Gerry Dilger), Agent XVII ","","Stubblefield","","B",Colt,"Stubblefield","Nyquist","Chatillon","","","","","Centennial Farms",300000
1,0100,"St George Sales, Agent II ","","Merry Sense","","DB/BR",Colt,"Merry Sense","Street Sense","Chausie","","","","","Hideyuki Mori",100000
1,0101,"Taylor Made Sales Agency, Agent CCXX ","","Bombdiggity","","B",Filly,"Bombdiggity","Into Mischief","Checkupfromzneckup","","","","","Stonestreet Stables, LLC",600000
1,0102,"Hill 'n' Dale Sales Agency, Agent ","","Kamui","","B",Colt,"Kamui","Quality Road","Chiding","","","","","R.N.A. (875,000)",---
1,0103,"Lane's End, Agent ","","Tresor d'Or","","B",Colt,"Tresor d'Or","Honor Code","Christies Treasure","","","","","Out",0
1,0104,"Clearsky Farms, Agent III ","","Classic Coyne","","DB/BR",Filly,"Classic Coyne","Pioneerof the Nile","Classic Strike","","","","","Ruis Racing, LLC",350000
1,0105,"Burleson Farms, Agent ","","Permit Needed","","CH",Colt,"Permit Needed","Gun Runner","Clear the Clouds","","","","","Out",0
1,0106,"Paramount Sales, Agent IX ","","Orinoco River","","B",Filly,"Orinoco River","War Front","Coin Broker (IRE)","","","","","Out",0
1,0107,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent VI ","","Cash Happy","","DB/BR",Filly,"Cash Happy","Runhappy","Colonella","","","","","R.N.A. (50,000)",---
1,0108,"Indian Creek, Agent ","","War Speed","","B",Filly,"War Speed","War Front","Comedia","","","","","Debbie Easter, Agent",150000
1,0109,"Vinery Sales, Agent LIII ","","Aisling","","DB/BR",Filly,"Aisling","Candy Ride (ARG)","Common Hope","","","","","Out",0
1,0110,"Denali Stud, Agent XXXVI ","","Signora d'Oro","","DB/BR",Filly,"Signora d'Oro","Medaglia d'Oro","Compelling (IRE)","","","","","Takter / Antonacci",370000
1,0111,"Betz Thoroughbreds, Inc., Agent ","","Fannie and Freddie","","B",Filly,"Fannie and Freddie","Malibu Moon","Connie and Michael","","","","","Columbine Stable",150000
1,0112,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent VI ","","Tap That App","","CH",Filly,"Tap That App","Tapit","Conquest Curlgirl","","","","","Taproot Bloodstock, Agent",120000
1,0113,"Gainesway, Agent XXXIX ","","Complete Agenda","","CH",Colt,"Complete Agenda","Curlin","Constellation","","","","","West Bldstk,Agt for Repole Stables&St Elias Stable",250000
1,0114,"St George Sales, Agent LII ","","War Strategy","","B",Colt,"War Strategy","War Front","Coolmore (IRE)","","","","","Out",0
1,0115,"Bluewater Sales LLC, Agent XVI ","","Imola","","B",Colt,"Imola","Quality Road","Cozze Up Lady","","","","","Out",0
1,0116,"Hinkle Farms ","","Poison Arrow","","CH",Colt,"Poison Arrow","Arrogate","Crosswinds","","","","","Yuji Hasegawa",750000
1,0117,"Baccari Bloodstock, Agent I ","","Chrysos","","DB/BR",Colt,"Chrysos","Medaglia d'Oro","Crowley's Law (GB)","","","","","Bishop Bloodstock",250000
1,0118,"Lane's End, Agent ","","Tiffany's Mo","","DB/BR",Filly,"Tiffany's Mo","Uncle Mo","Cruelmore","","","","","Albaugh Family /Barry Berkelhammer, Agent",500000
1,0119,"Taylor Made Sales Agency, Agent for Watercress Farm (Fred W. Hertrich III)","","Quality G","","GR/RO",Colt,"Quality G","Quality Road","Crystal Grit","","","","","R.N.A. (300,000)",---
1,0120,"Paramount Sales, Agent XXIX ","","Impassioned","","B",Filly,"Impassioned","Quality Road","Cuff (IRE)","","","","","R.N.A. (170,000)",---
1,0121,"Gainesway, Agent II ","","Gunoe","","B",Colt,"Gunoe","Into Mischief","Curlina","","","","","Oxo Equine LLC",1000000
1,0122,"Taylor Made Sales Agency, Agent CCXI ","","Paul Henry","","B",Colt,"Paul Henry","Uncle Mo","Dacita (CHI)","","","","","Ramon Tallaj",390000
1,0123,"Brereton C. Jones/Airdrie Stud Inc., Agent ","","Princess McKee","","B",Filly,"Princess McKee","Cairo Prince","Daisy Mason","","","","","R.N.A. (235,000)",---
1,0124,"Stone Farm, Agent ","","Principe d'Oro","","DB/BR",Colt,"Principe d'Oro","Medaglia d'Oro","Dame Dorothy","","","","","Juddmonte\Bridlewood\Winchell T-Breds",650000
1,0125,"Mill Ridge Sales, Agent ","","Rockefeller","","B",Colt,"Rockefeller","Medaglia d'Oro","Dance to Bristol","","","","","Donato Lanni, Agt for SF/Starlight/Madaket",750000
1,0126,"Glennwood Farm Inc., Agent ","","Yarborough","","B",Filly,"Yarborough","Medaglia d'Oro","Dance With Another (IRE)","","","","","Mike Ryan, Agent",260000
1,0127,"Lane's End, Agent ","","Never Change","","B",Colt,"Never Change","Uncle Mo","Danette","","","","","R.N.A. (200,000)",---
1,0128,"Warrendale Sales, Agent II ","","Wolfe County","","DB/BR",Colt,"Wolfe County","Medaglia d'Oro","Dawn Raid","","","","","Out",0
1,0129,"Mt. Brilliant Farm ","","Agraffe","","DB/BR",Filly,"Agraffe","Medaglia d'Oro","Debonnaire (GB)","","","","","R.N.A. (385,000)",---
1,0130,"Clearsky Farms, Agent I ","","Gravitation","","DB/BR",Filly,"Gravitation","Uncle Mo","Defy Gravity","","","","","R.N.A. (270,000)",---
1,0131,"Gainesway, Agent LIV ","","Delightfulsymphony","","B",Filly,"Delightfulsymphony","Medaglia d'Oro","Delightful Joy","","","","","Out",0
1,0132,"Taylor Made Sales Agency, Agent for Watercress Farm (Fred W. Hertrich III)","","Delightof the Nile","","GR/RO",Filly,"Delightof the Nile","Pioneerof the Nile","Delightfully So","","","","","C.J. Thoroughbreds",180000
1,0133,"Gainesway, Agent XLV ","","Empress Leah","","GR/RO",Filly,"Empress Leah","Tapit","Detect","","","","","Spartan",160000
1,0134,"KatieRich Farms ","","Diamini","","DB/BR",Filly,"Diamini","Bernardini","Diamante","","","","","R.N.A. (50,000)",---
1,0135,"Blandford Stud (Padraig Campion), Agent ","","Fastnet Mischief","","B",Colt,"Fastnet Mischief","Into Mischief","Diamondsandrubies (IRE)","","","","","Out",0
1,0136,"Claiborne Farm, Agent ","","Legionnaire","","B",Colt,"Legionnaire","Into Mischief","Distorted Legacy","","","","","Out",0
1,0137,"Taylor Made Sales Agency, Agent CCVIII ","","Ra's Al Ghul","","DB/BR",Colt,"Ra's Al Ghul","Pioneerof the Nile","Diva Delite","","","","","ANW Racing",150000
1,0138,"Taylor Made Sales Agency, Agent CLVIII ","","Tiana","","B",Filly,"Tiana","Curlin","Diva Spirit","","","","","Mike Ryan, Agent",600000
1,0139,"Taylor Made Sales Agency, Agent for JSM Equine LLC ","","Stonevicious","","GR/RO",Colt,"Stonevicious","Connect","Diva Style","","","","","Out",0
1,0140,"Hill 'n' Dale Sales Agency, Agent ","","Harper's Road","","B",Filly,"Harper's Road","Quality Road","Divine Praises","","","","","Albaugh Family /Barry Berkelhammer, Agent",400000
1,0141,"Taylor Made Sales Agency, Agent LXXXVIII ","","Smiles Galore","","B",Filly,"Smiles Galore","Gun Runner","Don't Blame Me","","","","","Clark Brewster",100000
1,0142,"Paramount Sales, Agent LXXXVI ","","Tepper","","DB/BR",Colt,"Tepper","Candy Ride (ARG)","Dream Lady","","","","","Woodford Thoroughbreds",150000
1,0143,"Taylor Made Sales Agency, Agent CXXII ","","Da Retired","","CH",Colt,"Da Retired","Not This Time","Dream Your Dreams","","","","","Albaugh Family /Barry Berkelhammer, Agent",300000
1,0144,"Indian Creek, Agent ","","Kansas Comet","","B",Colt,"Kansas Comet","Uncle Mo","Easy Feeling","","","","","Albaugh Family /Barry Berkelhammer, Agent",600000
1,0145,"Stonehaven Steadings ","","My Kentucky Girl","","DB/BR",Filly,"My Kentucky Girl","American Pharoah","Easy Living","","","","","Tommy Town Thoroughbreds",475000
1,0146,"Lane's End, Agent ","","Deus Ex Machina","","GR/RO",Colt,"Deus Ex Machina","Quality Road","Ecology","","","","","Out",0
1,0147,"Machmer Hall Sales, Agent for Machmer Hall I ","","Order of Magnitude","","DB/BR",Colt,"Order of Magnitude","Curlin","Eltimaas","","","","","R.N.A. (400,000)",---
1,0148,"Four Star Sales, Agent ","","Arrogate --- Elusive Wave","","DB/BR",Colt,"","Arrogate","Elusive Wave","","","","","West Bldstk,Agt for Repole Stables&St Elias Stable",410000
1,0149,"Bluewater Sales LLC, Agent XVI ","","Tap the Faith","","B",Filly,"Tap the Faith","Tapit","Embellish the Lace","","","","","Claiborne Farm, Agent",1250000
1,0150,"Taylor Made Sales Agency, Agent CCVII ","","Michigan Union","","B",Colt,"Michigan Union","Uncle Mo","Emilia Fanjul","","","","","Out",0
1,0151,"Baccari Bloodstock, Agent II ","","Colonize","","DB/BR",Colt,"Colonize","Pioneerof the Nile","Emily B","","","","","Out",0
1,0152,"Paramount Sales, Agent XL ","","Pro Oxidant","","DB/BR",Colt,"Pro Oxidant","Medaglia d'Oro","Ender's Sister","","","","","Out",0
1,0153,"Lane's End, Agent ","","Mozu Bonheur","","B",Filly,"Mozu Bonheur","Street Sense","Endless Chatter","","","","","Capital System Co. Ltd",200000
1,0154,"KatieRich Farms ","","Heavenly Regard","","DB/BR",Filly,"Heavenly Regard","Medaglia d'Oro","Enhancing","","","","","Out",0
1,0155,"Four Star Sales, Agent ","","King of Bavaria (IRE)","","DB/BR",Colt,"King of Bavaria (IRE)","No Nay Never","Enharmonic","","","","","Jamie McCalmont",300000
1,0156,"Runnymede Farm, Inc., Agent ","","Giant's Fire","","CH",Colt,"Giant's Fire","Gun Runner","Esprit de Vie","","","","","Robert Baker and William Mack",510000
1,0157,"Lane's End, Agent ","","Standoff","","B",Filly,"Standoff","Quality Road","Eternal Bounty (IRE)","","","","","Mike Ryan, Agent",150000
1,0158,"Clearsky Farms, Agent II ","","La Bombonera","","DB/BR",Filly,"La Bombonera","Quality Road","Ever So Clever","","","","","Silver Crest Racing",400000
1,0159,"Hill 'n' Dale Sales Agency, Agent ","","Above the Curve","","B",Filly,"Above the Curve","American Pharoah","Fabulous (IRE)","","","","","Out",0
1,0160,"Hill 'n' Dale Sales Agency, Agent ","","Iberville","","DB/BR",Colt,"Iberville","Pioneerof the Nile","Fascinating","","","","","Lauren Carlisle, Agent for Greg Tramontin",260000
1,0161,"Taylor Made Sales Agency, Agent XCIV ","","Moon Frolic","","B",Colt,"Moon Frolic","Malibu Moon","Fashionable Frolic","","","","","Jenny Carpenter, Agent for Albert Fried Jr",185000
1,0162,"Taylor Made Sales Agency, Agent for Watercress Farm (Fred W. Hertrich III)","","Curlin's Coleen","","DB/BR",Filly,"Curlin's Coleen","Curlin","Fifty Foot Woman","","","","","Eclipse Thoroughbred Partners",310000
1,0163,"Gainesway, Agent XLVI ","","Digital Asset","","B",Filly,"Digital Asset","Tapit","First Passage","","","","","R.N.A. (340,000)",---
1,0164,"Lane's End, Agent ","","Mount Craig","","CH",Colt,"Mount Craig","Arrogate","Flash Forward","","","","","Juddmonte Farms",300000
1,0165,"Denali Stud, Agent XLII ","","Jawbreak","","CH",Colt,"Jawbreak","Tapit","Flashy American","","","","","Out",0
1,0166,"Taylor Made Sales Agency, Agent CXIX ","","Krypton","","B",Colt,"Krypton","Klimt","Flotus","","","","","Todd Pletcher, Agt. for Mathis Stables LLC",115000
1,0167,"Taylor Made Sales Agency, Agent XCVIII ","","Roy C","","B",Colt,"Roy C","More Than Ready","Foolish Ways (IRE)","","","","","R.N.A. (190,000)",---
1,0168,"Taylor Made Sales Agency, Agent LXXXVIII ","","Old Pho","","B",Filly,"Old Pho","American Pharoah","Forestier","","","","","Steven W. Young, Agent",210000
1,0169,"Taylor Made Sales Agency, Agent XXV ","","Siempre Elegante","","B",Filly,"Siempre Elegante","American Pharoah","Forgotten Miss","","","","","Quarter Pole Enterprises, LLC",140000
