Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0019,"Gainesway, Agent XIX ","","Quality Road --- Dixie Strike","","DB/BR",Colt,"","Quality Road","Dixie Strike","","","","","Pedro Lanz, Agent for KAS Stables",300000
1,0020,"Claiborne Farm, Agent for White Birch Farm, Inc. ","","Peachtree Battle","","B    ",Colt,"Peachtree Battle","War Front","Dolly Madison (IRE)","","","","","West  Paces Donegal Racing",275000
1,0021,"Denali Stud, Agent XXXIX ","","Into Mischief --- Don't Leave Me","","GR/RO",Colt,"","Into Mischief","Don't Leave Me","","","","","Out",0
1,0022,"Lane's End, Agent ","","Tapit --- Dothraki Sea","","CH",Colt,"","Tapit","Dothraki Sea","","","","","Out",0
1,0023,"Bluewater Sales LLC, Agent II ","","Essential Quality --- Double Jackpot","","GR/RO",Colt,"","Essential Quality","Double Jackpot","","","","","R.N.A. (220,000)",---
1,0024,"Gainesway, Agent XIX ","","Dream Trip","","CH",Filly,"Dream Trip","Gun Runner","Dream Dancing","","","","","Douglas Scharbauer",1500000
1,0025,"Gainesway, Agent for Stonestreet Bred & Raised ","","Into Mischief --- Dreaming of Julia","","B",Filly,"","Into Mischief","Dreaming of Julia","","","","","R.N.A. (875,000)",---
1,0026,"Gainesway, Agent for Stonestreet Bred & Raised ","","Marauder","","CH",Colt,"Marauder","Gun Runner","Dream Pauline","","","","","Out",0
1,0027,"Denali Stud, Agent XXX ","","Gun Runner --- Dream Tree","","B",Filly,"","Gun Runner","Dream Tree","","","","","R.N.A. (575,000)",---
1,0028,"Mill Ridge Sales, Agent IX ","","Justify --- Drop Off","","CH",Filly,"","Justify","Drop Off","","","","","Solis/Litt",250000
1,0029,"Hidden Brook, Agent XXIX ","","Sister Troienne","","CH   ",Filly,"Sister Troienne","Munnings","Dyna Passer","","","","","R.N.A. (190,000)",---
1,0030,"Kingswood Farm, Agent VI ","","Nyquist --- Edwina E","","DB/BR",Filly,"","Nyquist","Edwina E","","","","","R.N.A. (485,000)",---
1,0031,"Lane's End, Agent ","","Determined Dancer","","B",Filly,"Determined Dancer","Twirling Candy","Egyptian Storm","","","","","Determined Stables",410000
1,0032,"Taylor Made Sales Agency, Agent CLXV ","","Right Timing","","DB/BR",Filly,"Right Timing","Not This Time","Elusive Amber","","","","","R.N.A. (400,000)",---
1,0033,"Taylor Made Sales Agency, Agent CXXXIII ","","Quality Road --- Embellish the Lace","","B",Filly,"","Quality Road","Embellish the Lace","","","","","Alex and JoAnn Lieblong",500000
1,0034,"St George Sales, Agent XVII ","","Canned Heat","","DB/BR",Colt,"Canned Heat","Candy Ride (ARG)","Emily's Oasis","","","","","Out",0
1,0035,"ELiTE, Agent ","","Into Mischief --- Empress Josephine (IRE)","","B",Colt,"","Into Mischief","Empress Josephine (IRE)","","","","","D. Farrington",200000
1,0036,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC ","","Tapit --- Enchanted Ghost","","B",Filly,"","Tapit","Enchanted Ghost","","","","","JR International Holdings, LLC",160000
1,0037,"Paramount Sales, Agent LXXI ","","Good Magic --- Entirely","","CH",Colt,"","Good Magic","Entirely","","","","","FT Racing",350000
1,0038,"Blake-Albina Thoroughbred Services LLC, Agent I ","","Whine Country","","GR/RO",Colt,"Whine Country","Tapit","Entwine","","","","","R.N.A. (400,000)",---
1,0039,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds ","","Poise","","CH",Filly,"Poise","Gun Runner","Etiquette","","","","","Out",0
1,0040,"Airdrie Stud Raised and Offered ","","Follow Up","","DB/BR",Colt,"Follow Up","Upstart","Etsu","","","","","R.N.A. (250,000)",---
1,0041,"Hunter Valley Farm, Agent ","","Into Mischief --- Expo Gold","","B",Filly,"","Into Mischief","Expo Gold","","","","","R.N.A. (750,000)",---
1,0042,"Blake-Albina Thoroughbred Services LLC, Agent I ","","Relevance","","B",Colt,"Relevance","Tapit","Fancier","","","","","Chad Summers, Agent",400000
1,0043,"Four Star Sales, Agent ","","Blue Madame","","B",Filly,"Blue Madame","Dubawi (IRE)","Fancy Blue (IRE)","","","","","Resolute Bloodstock ",500000
1,0044,"Taylor Made Sales Agency, Agent CII ","","Measure","","DB/BR",Filly,"Measure","Essential Quality","Fateer","","","",""," Eclipse Thoroughbred, Bridlewood & Barber",250000
1,0045,"Darby Dan Farm, Agent XVII ","","Blue Flame Six","","DB/BR",Filly,"Blue Flame Six","Uncle Mo","Feel That Fire","","","","","Bow River Ranch, Hoby Kight, Agent",175000
1,0046,"Stonehaven Steadings ","","Meaning","","B    ",Filly,"Meaning","Gun Runner","Figure of Speech","","","",""," Eclipse Thoroughbred & Bridlewood Farm",440000
1,0047,"Taylor Made Sales Agency, Agent XCVII ","","All You Can Be","","B",Colt,"All You Can Be","War Front","First of Spring (IRE)","","","","","D. Farrington",65000
1,0048,"Denali Stud, Agent XL ","","Massachusetts","","B",Colt,"Massachusetts","Constitution","Flag Day","","","","","Steven W. Young, Agent",450000
1,0049,"Beau Lane Bloodstock, Agent I ","","Go for Rocket","","B",Colt,"Go for Rocket","Candy Ride (ARG)","Flora Dora","","","","","Donato Lanni, Agt for F. Fletcher Racing Operation",250000
1,0050,"Denali Stud, Agent XXXII ","","Coburg","","B",Colt,"Coburg","Uncle Mo","Flowering Peach (IRE)","","","","","Chiefswood Stables ",325000
1,0051,"Hill 'n' Dale at Xalapa, Agent ","","Charlatan --- Forest Gamble","","B",Colt,"","Charlatan","Forest Gamble","","","","","Havertz Stables",425000
1,0052,"Taylor Made Sales Agency, Agent CXXI ","","Curlin --- Four Grands","","B",Colt,"","Curlin","Four Grands","","","","","R.N.A. (70,000)",---
1,0053,"Four Star Sales, Agent ","","Maxfield --- French Passport","","DB/BR",Filly,"","Maxfield","French Passport","","","","","Resolute Bloodstock",1000000
1,0054,"Lane's End, Agent ","","In the Books","","B",Colt,"In the Books","Justify","Frivolous","","","","","Out",0
1,0055,"Eaton Sales, Agent ","","Into Mischief --- From the Hood","","B    ",Filly,"","Into Mischief","From the Hood","","","","","Whisper Hill Farm LLC",700000
1,0056,"Buck Pond Farm (Douglas S. Arnold), Agent ","","Not This Time --- Fugitive Angel","","DB/BR",Colt,"","Not This Time","Fugitive Angel","","","","","Out",0
1,0057,"Buck Pond Farm (Douglas S. Arnold), Agent ","","Quality Road --- Fuhriously Kissed","","DB/BR",Colt,"","Quality Road","Fuhriously Kissed","","","","","R.N.A. (135,000)",---
1,0058,"Taylor Made Sales Agency, Agent CXXXV ","","Air Ronge","","B",Colt,"Air Ronge","Into Mischief","Funny Business","","","","","Chiefswood Stables ",900000
1,0059,"Bluegrass Thoroughbred Services Inc., Agent XI ","","Sneaky Good","","B",Filly,"Sneaky Good","Into Mischief","Gale","","","","","Solis/Litt",450000
1,0060,"Candy Meadows Sales, Agent I ","","Quality Road --- Genre","","B",Colt,"","Quality Road","Genre","","","","","Red Wings ",410000
1,0061,"Claiborne Farm, Agent ","","Empress Sisi","","B",Filly,"Empress Sisi","Tapit","Gentle Ruler","","","","","R.N.A. (285,000)",---
1,0062,"Gainesway, Agent XVIII ","","Constitution --- Ghalia","","B",Colt,"","Constitution","Ghalia","","","","","Grandview Equine",650000
1,0063,"Taylor Made Sales Agency, Agent CXXI ","","Not This Time --- Girl Daddy","","B",Filly,"","Not This Time","Girl Daddy","","","","","R.N.A. (375,000)",---
1,0064,"Gainesway, Agent for Stonestreet Bred & Raised ","","Ace From Space","","B",Colt,"Ace From Space","Into Mischief","Glinda the Good","","","","","Out",0
1,0065,"Gainesway, Agent for Bonne Chance Farm, LLC ","","Curlin --- Goiaba","","B",Colt,"","Curlin","Goiaba","","","","","St. Elias Stables, LLC",725000
1,0066,"Blandford Stud (Padraig Campion), Agent ","","Nyquist --- Golden Artemis","","B",Filly,"","Nyquist","Golden Artemis","","","","","Out",0
1,0067,"Hill 'n' Dale at Xalapa, Agent ","","In Luck","","B",Filly,"In Luck","Charlatan","Got Lucky","","","","","Out",0
1,0068,"Gainesway, Agent XXVII ","","Into Mischief --- Graceful Princess","","B",Colt,"","Into Mischief","Graceful Princess","","","","","Out",0
1,0069,"Warrendale Sales, Agent XIII ","","Unsearchable","","DB/BR",Colt,"Unsearchable","Not This Time","Grandaria","","","","","Out",0
1,0070,"Hill 'n' Dale at Xalapa, Agent ","","Charlatan --- Guarana","","B    ",Colt,"","Charlatan","Guarana","","","","","M V Magnier / White Birch Farm",1400000
1,0071,"Warrendale Sales, Agent for WinStar Farm Bred & Raised ","","Constitution --- Gulf Coast","","DB/BR",Colt,"","Constitution","Gulf Coast","","","","","Spendthrift Farm and Bregman Family Racing",500000
1,0072,"Gainesway, Agent XIII ","","Tapit --- Hard Not to Love","","CH",Filly,"","Tapit","Hard Not to Love","","","","","Oxo Equine LLC",925000
1,0073,"Brookdale, Agent ","","Ize a Runner","","CH",Colt,"Ize a Runner","Gun Runner","Harmonize","","","","","Becky Thomas, agent for Chester and Mary Broman",1150000
1,0074,"Runnymede Farm LLC, Agent ","","Gun Runner --- Helena Bay (GB)","","CH",Colt,"","Gun Runner","Helena Bay (GB)","","","","","M V Magnier / White Birch Farm",700000
1,0075,"Taylor Made Sales Agency, Agent CXXXV ","","Gun Runner --- Highway Mary","","B",Colt,"","Gun Runner","Highway Mary","","","","","R.N.A. (425,000)",---
1,0076,"Paramount Sales, Agent CXIV ","","Tarkenton","","CH",Colt,"Tarkenton","Curlin","Hollywood Girl","","","","","R.N.A. (950,000)",---
1,0077,"Stoneriggs Farm, Agent I ","","Charlatan --- Homeschooling","","CH",Filly,"","Charlatan","Homeschooling","","","","","Six Six Four, Agent",210000
1,0078,"Paramount Sales, Agent XC ","","Munnings --- Humor Me Colonel","","B",Filly,"","Munnings","Humor Me Colonel","","","","","Will Stroud",300000
1,0079,"Gainesway, Agent XXVII ","","Tap to Open","","B",Filly,"Tap to Open","Tapit","I'll Take Charge","","","","","R.N.A. (1,450,000)",---
1,0080,"Hill 'n' Dale at Xalapa, Agent for Don Alberto Corporation ","","Tapit --- Illumination","","GR/RO",Colt,"","Tapit","Illumination","","","","","Out",0
1,0081,"Clearsky Farms, Agent II ","","Elgheed","","GR/RO",Filly,"Elgheed","Tapit","Immediate Impact","","","","","Shadwell Farm",1200000
1,0082,"Candy Meadows Sales, Agent I ","","Kristofferson","","B",Colt,"Kristofferson","Nyquist","Impasse","","","","","Donato Lanni, Agt. SF/Starlight/Madaket",1150000
1,0083,"St George Sales, Agent XVIII ","","Into Mischief --- Imprecation","","B",Colt,"","Into Mischief","Imprecation","","","","","Out",0
1,0084,"Taylor Made Sales Agency, Agent XCIX ","","Not This Time --- In a Jif","","CH",Colt,"","Not This Time","In a Jif","","","","","Hartley/De Renzo",300000
1,0085,"Airdrie Stud Raised and Offered ","","Tribal Governance","","B    ",Colt,"Tribal Governance","Constitution","Indian Pride","","","","","Juddmonte",1000000
1,0086,"Warrendale Sales, Agent XI ","","Gun Runner --- In the Moonlight","","GR/RO",Colt,"","Gun Runner","In the Moonlight","","","","","M V Magnier / White Birch Farm",800000
1,0087,"Lane's End, Agent for Pamela Wygod and The Wygod Family Revocable Trust","","Tiger Rocket","","B",Colt,"Tiger Rocket","Munnings","Into Chocolate","","","","","R.N.A. (325,000)",---
1,0088,"Taylor Made Sales Agency, Agent XXV ","","Izzy's Gunna Run","","CH",Filly,"Izzy's Gunna Run","Gun Runner","Isabella Sings","","","","","Joey Platts",635000
1,0089,"Four Star Sales, Agent ","","Uncle Mo --- Isla","","B",Filly,"","Uncle Mo","Isla","","","","","Bregman Family Racing, LLC",375000
1,0090,"Gainesway, Agent X ","","Hot Crazy Matrix","","CH",Filly,"Hot Crazy Matrix","Tapit","Issues","","","","","L&N Racing & Robert Zoellner",200000
1,0091,"Taylor Made Sales Agency, Agent for Don Alberto Corporation ","","Jack Riley","","GR/RO",Colt,"Jack Riley","Good Magic","Jade Princess","","","","","Oracle Bloodstock, Agent",325000
1,0092,"Paramount Sales, Agent LIX ","","Into Mischief --- Jean Elizabeth","","B",Colt,"","Into Mischief","Jean Elizabeth","","","","","R.N.A. (425,000)",---
1,0093,"Clarkland Farm, LLC ","","If Ever","","DB/BR",Colt,"If Ever","Not This Time","Jenda's Agenda","","","","","West Point Thoroughbreds, Inc., L.E.B. Agent",235000
1,0094,"Glen Hill Farm ","","Unwritten Rule","","DB/BR",Colt,"Unwritten Rule","Justify","Jewish Guilt","","","","","R.N.A. (575,000)",---
1,0095,"Paramount Sales, Agent XCII ","","Life of Joy","","B",Filly,"Life of Joy","Gun Runner","Jordan's Leo","","","","","Will Stroud/ David Fennelly",375000
1,0096,"Taylor Made Sales Agency, Agent XXV ","","Oban","","B",Colt,"Oban","Constitution","Joyful Addiction","","","","","Steven W. Young, Agent",500000
1,0097,"Paramount Sales, Agent XCIII ","","Bibi Dahl","","DB/BR",Filly,"Bibi Dahl","American Pharoah","Just Louise","","","","","AMO Racing USA LLC",1350000
1,0098,"Clearsky Farms, Agent II ","","Honor Bright","","DB/BR",Filly,"Honor Bright","Quality Road","Justwhistledixie","","","","","Speedway Stables, LLC",850000
1,0099,"Gainesway, Agent XV ","","Kingman (GB) --- J Wonder","","B",Colt,"","Kingman (GB)","J Wonder","","","","","Shinji Maeda /North Hills",250000
1,0100,"Blake-Albina Thoroughbred Services LLC, Agent I ","","Into Mischief --- Kadira","","B",Colt,"","Into Mischief","Kadira","","","","","R.N.A. (375,000)",---
1,0101,"Paramount Sales, Agent CXIV ","","Commentate","","B",Colt,"Commentate","Candy Ride (ARG)","Katherine","","","","","Belladonna Racing, Cherie DeVaux, Agent",350000
1,0102,"Runnymede Farm LLC, Agent ","","Prepped","","DB/BR",Colt,"Prepped","More Than Ready","Koala Queen","","","","","Lael Stable",300000
1,0103,"Hill 'n' Dale at Xalapa, Agent ","","Dr. Agne","","B",Colt,"Dr. Agne","Into Mischief","Lady Eli","","","","","Quarter Pole Enterprises, LLC",185000
1,0104,"Gainesway, Agent XII ","","Tapit --- Lady's Island","","GR/RO",Colt,"","Tapit","Lady's Island","","","","","Out",0
1,0105,"Gainesway, Agent XXVII ","","Into Mischief --- Lady Take Charge","","B",Colt,"","Into Mischief","Lady Take Charge","","","","","R.N.A. (425,000)",---
1,0106,"Paramount Sales, Agent CXIV ","","Irresistible","","B",Filly,"Irresistible","Munnings","Lady Tapit","","","","","Steven W. Young, Agent",700000
1,0107,"Taylor Made Sales Agency, Agent LIV ","","Stark","","B",Colt,"Stark","Not This Time","La Fee Verte","","","","","Corbin Blumberg, Agt Starlight",250000
1,0108,"Woods Edge Farm, Agent VI ","","No Doubt About It (IRE)","","B",Colt,"No Doubt About It (IRE)","No Nay Never","Last Jewel (IRE)","","","","","Louis Dubois, Agent for Wesley Ward",185000
1,0109,"Denali Stud, Agent LIII ","","Charlatan --- Late Night Pow Wow","","B",Filly,"","Charlatan","Late Night Pow Wow","","","","","Out",0
1,0110,"Warrendale Sales, Agent XI ","","Constitution --- Lemon Belle","","DB/BR",Colt,"","Constitution","Lemon Belle","","","","","Resolute Bloodstock",400000
1,0111,"Hunter Valley Farm, Agent ","","Uncle Mo --- Lerici","","B",Colt,"","Uncle Mo","Lerici","","","","","Brendan Walsh",60000
1,0112,"Hill 'n' Dale at Xalapa, Agent ","","Epic d'Oro","","B",Colt,"Epic d'Oro","Medaglia d'Oro","Lotta Kim","","","","","Epic Horses, LLC",1350000
1,0113,"Vinery Sales, Agent LXXXVIII ","","Maximum Effort","","DB/BR",Colt,"Maximum Effort","Maxfield","Love Came to Town","","","","","Winchell Thoroughbreds LLC",600000
1,0114,"Buck Pond Farm (Douglas S. Arnold), Agent ","","Uncle Mo --- Love Contract","","B",Filly,"","Uncle Mo","Love Contract","","","","","Out",0
1,0115,"Hunter Valley Farm, Agent ","","Loveliest","","B",Filly,"Loveliest","Siyouni (FR)","Lovelier (IRE)","","","","","Stephen Hillen",150000
1,0116,"Lane's End, Agent ","","Secret Date","","CH",Filly,"Secret Date","Justify","Low Pressure Zone","","","","","Yellow Rose /John Bellinger",275000
1,0117,"Taylor Made Sales Agency, Agent LXXXII ","","Gun Runner --- Lucrezia","","B",Filly,"","Gun Runner","Lucrezia","","","","","Krista Seltzer, Agent",1000000
1,0118,"Shawhan Place LLC, Agent VI ","","Belle","","B",Filly,"Belle","Uncle Mo","Lunar Evening","","","","","Plouffe Stables",325000
1,0119,"Taylor Made Sales Agency, Agent LIV ","","Thesheriffisnear","","CH",Colt,"Thesheriffisnear","Oscar Performance","Maddie P","","","","","R.N.A. (135,000)",---
1,0120,"Eaton Sales, Agent ","","Oh My Good Lord","","B",Colt,"Oh My Good Lord","Lord Kanaloa (JPN)","Madonna (IRE)","","","","","West Point Thoroughbreds, Inc., L.E.B. Agent",375000
1,0121,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds ","","Make My Day","","B",Colt,"Make My Day","Gun Runner","Magical Feeling","","","","","Repole Stable and Spendthrift Farm",1100000
1,0122,"Machmer Hall Sales, Agent for Machmer Hall ","","It Was Only a Kiss","","B    ",Filly,"It Was Only a Kiss","Good Magic","Magical Kiss","","","","","BBN Racing, LLC",160000
1,0123,"Gainesway, Agent XLII ","","Touch of Magic","","B",Filly,"Touch of Magic","Into Mischief","Magical World","","","","","Three Chimneys Farm",250000
1,0124,"Paramount Sales, Agent LVIII ","","Charlatan --- Malibu Stacy","","B",Filly,"","Charlatan","Malibu Stacy","","","","","Tom McCrocklin, Agent",150000
1,0125,"Taylor Made Sales Agency, Agent LXXIV ","","Prima Donna","","B",Filly,"Prima Donna","Gun Runner","Masquerade","","","","","Out",0
1,0126,"Four Star Sales, Agent for Westbury Stables ","","Good Magic --- Melody Girl","","GR/RO",Colt,"","Good Magic","Melody Girl","","","","","Out",0
1,0127,"Gainesway, Agent XXVII ","","Gun Runner --- Melody Lady","","GR/RO",Colt,"","Gun Runner","Melody Lady","","","","","Out",0
1,0128,"Airdrie Stud Raised and Offered ","","Memorized","","GR/RO",Filly,"Memorized","Tapit","Memories Prevail","","","","","Resolute Bloodstock",900000
1,0129,"Taylor Made Sales Agency, Agent XIV ","","Starla","","B",Filly,"Starla","Justify","Mercilla","","","","","R.N.A. (225,000)",---
1,0130,"Taylor Made Sales Agency, Agent for Stonestreet Bred & Raised","","Quality Road --- Mia Mischief","","B",Filly,"","Quality Road","Mia Mischief","","","","","Out",0
1,0131,"Taylor Made Sales Agency, Agent XVIII ","","Bienville","","B",Colt,"Bienville","Essential Quality","Minit to Stardom","","","","","Out",0
1,0132,"Clarkland Farm, LLC ","","Southeastern","","B",Colt,"Southeastern","Charlatan","Miss Interpret","","","","","Saltwater Holdings",275000
1,0133,"Machmer Hall Sales, Agent for Machmer Hall I ","","Emporium","","B",Filly,"Emporium","Into Mischief","Miss Shop","","","","","Out",0
1,0134,"Woods Edge Farm, Agent ","","Sunset Road","","B",Colt,"Sunset Road","Quality Road","Miss Sunset","","","","","R.N.A. (400,000)",---
1,0135,"Paramount Sales, Agent XCVIII ","","Nyquist --- Miz K","","B",Filly,"","Nyquist","Miz K","","","","","Red Wings",300000
1,0136,"Highgate Sales, Agent XXIV ","","Curlin --- Moonlight Sky","","CH",Colt,"","Curlin","Moonlight Sky","","","","","Mike Ryan, Agent",500000
1,0137,"Taylor Made Sales Agency, Agent CLXIX ","","Justify --- Moonstone (GB)","","CH",Filly,"","Justify","Moonstone (GB)","","","","","R.N.A. (275,000)",---
1,0138,"Lane's End, Agent ","","La Wally","","B",Filly,"La Wally","Constitution","Moonstone","","","","","Muir Hut Stables",300000
1,0139,"St George Sales, Agent for Threave Main Stud ","","Justify --- More Fun Again","","B",Colt,"","Justify","More Fun Again","","","","","Godolphin",950000
1,0140,"Indian Creek, Agent ","","Mojo Promise","","B",Filly,"Mojo Promise","Into Mischief","More Mojo","","","","","Tommy Town Thoroughbreds",500000
1,0141,"Lane's End, Agent ","","Not This Time --- Mo's Love","","DB/BR",Colt,"","Not This Time","Mo's Love","","","","","Winchell Thoroughbreds LLC",625000
1,0142,"Taylor Made Sales Agency, Agent XCVII ","","Only I Can Fix It","","B",Colt,"Only I Can Fix It","American Pharoah","Mrs. Danvers","","","","","Out",0
1,0143,"St George Sales, Agent XXXI ","","Hattiesburg","","B",Colt,"Hattiesburg","Gun Runner","My Girl Red","","","","","Steven W. Young, Agent",250000
1,0144,"Taylor Made Sales Agency, Agent CLXVIII ","","Charlatan --- My Miss Tapit","","CH",Colt,"","Charlatan","My Miss Tapit","","","","","JAS / Costa ",475000
1,0145,"Eaton Sales, Agent ","","Great Sphinx","","B",Colt,"Great Sphinx","Gun Runner","My Sister Sandy","","","","","A. C. Elliott, Agent",400000
1,0146,"Taylor Made Sales Agency, Agent CXXXV ","","First Mover","","B    ",Colt,"First Mover","Gun Runner","Nagambie","","","","","Klaravich Stable, Inc.",500000
1,0147,"Blandford Stud (Padraig Campion), Agent ","","Uncle Mo --- Neverthesame","","DB/BR",Colt,"","Uncle Mo","Neverthesame","","","","","Quarter Pole Enterprises, LLC",250000
1,0148,"Denali Stud, Agent XXX ","","Venerini","","DB/BR",Filly,"Venerini","Wootton Bassett (GB)","Nickname","","","","","R.N.A. (475,000)",---
1,0149,"Taylor Made Sales Agency, Agent CXII ","","Epic Proud Mary","","B",Filly,"Epic Proud Mary","Into Mischief","Nikki and Papa","","","","","Epic Horses, LLC",350000
1,0150,"Paramount Sales, Agent LXXXII ","","Billieveinmiracles","","B",Colt,"Billieveinmiracles","Justify","Oaks Lily","","","","","Margaret O'Toole, Agent",150000
1,0151,"Hidden Brook, Agent XXXI ","","Alluring Beauty","","DB/BR",Filly,"Alluring Beauty","Medaglia d'Oro","Orabella","","","","","Claiborne Farm",575000
1,0152,"Hinkle Farms ","","Into Mischief --- Orbolution","","B",Filly,"","Into Mischief","Orbolution","","","","","Spendthrift Farm, LLC",450000
1,0153,"Denali Stud, Agent for Bridlewood Farm ","","Gun Permit","","B",Filly,"Gun Permit","Gun Runner","Osare","","","","","Douglas Scharbauer",500000
1,0154,"Lane's End, Agent for Blue Heaven Farm ","","Glory Me","","CH",Filly,"Glory Me","Gun Runner","Our Khrysty","","","","","Lael Stable",975000
1,0155,"Stone Farm, Agent ","","Liam's Map --- Pangburn","","B",Colt,"","Liam's Map","Pangburn","","","","","Windancer Farms",700000
1,0156,"Denali Stud, Agent for Don Alberto Corporation ","","Into Mischief --- Paola Queen","","B",Colt,"","Into Mischief","Paola Queen","","","","","Out",0
1,0157,"Taylor Made Sales Agency, Agent for WinStar Farm Bred & Raised ","","Justify --- Passionof the Nile","","CH",Filly,"","Justify","Passionof the Nile","","","","","BC Stables",400000
1,0158,"Eaton Sales, Agent ","","Charlatan --- Patti's Regal Song","","GR/RO",Colt,"","Charlatan","Patti's Regal Song","","","","","Out",0
1,0159,"Lane's End, Agent ","","Liam's Map --- Pauline Revere","","GR/RO",Colt,"","Liam's Map","Pauline Revere","","","","","Out",0
1,0160,"Taylor Made Sales Agency, Agent CLXV ","","Quality Road --- Paulistinha","","DB/BR",Colt,"","Quality Road","Paulistinha","","","","","R.N.A. (525,000)",---
1,0161,"Taylor Made Sales Agency, Agent for Stonestreet Bred & Raised","","Curlin --- Peggy Jane","","B    ",Filly,"","Curlin","Peggy Jane","","","","","R.N.A. (725,000)",---
1,0162,"Lane's End, Agent, Raised at Stoneriggs Farm ","","Quality Road --- Peruvian Appeal","","B",Colt,"","Quality Road","Peruvian Appeal","","","","","Resolute Bloodstock",475000
1,0163,"Gainesway, Agent XV ","","Quality Road --- Pink Caddy","","B",Filly,"","Quality Road","Pink Caddy","","","","","Out",0
1,0164,"Gainesway, Agent XXXV ","","Tapit --- Pioneer of the Sky","","GR/RO",Colt,"","Tapit","Pioneer of the Sky","","","","","Mike Ryan, Agent",300000
1,0165,"Gainesway, Agent XXVII ","","Gun Runner --- Plum Awesome","","CH",Colt,"","Gun Runner","Plum Awesome","","","","","Out",0
1,0166,"Hill 'n' Dale at Xalapa, Agent ","","No Nay Never --- Pocketfullofdreams (FR)","","B    ",Colt,"","No Nay Never","Pocketfullofdreams (FR)","","","","","R.N.A. (280,000)",---
1,0167,"Lane's End, Agent ","","Boom Bap Beat","","B",Colt,"Boom Bap Beat","Into Mischief","Point of Honor","","","","","Mitsu Nakauchida, Agent",1250000
1,0168,"Taylor Made Sales Agency, Agent CXXXV ","","Constitution --- Polly Freeze","","B",Colt,"","Constitution","Polly Freeze","","","","","R.N.A. (150,000)",---
