,REVISED 7/16/18,,,,,,,,,,,,,,,,,,
,SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,
,"APRIL 24 - 27, 2018",,,,,,,,,,,,,,,,,,
Hip#,Name,Color,Sex,M,D,YR,Sire,Dam,Dam Sire,Consignor,State,Barn,Work Time,set,day,Buyer ,Price ,PS,Consignsort
652,,B,C,4,10,16,Maclean's Music,Meghan Claire,Quiet American,"SBM Training and Sales, Agent IV",KY,15,10.2,,4/21,Ryan Ritt,"32,000",,SBMTrainin
653,,CH,F,1,25,16,Uncaptured,Melrose,Vindication,"Eddie Woods, Agent IX",FL,11,out,,,Withdrawn,Out,,WoodsAgent
654,,B,C,5,1,16,Sky Mesa,Melrose Morning,Shadeed,"Whitman Sales LLC, Agent V",KY,20,10.2,49,4/19,"75,000",Not Sold,,WhitmanSal
655,,DB/BR,C,4,17,16,Kitten's Joy,Memories Made,Perfect Soul (IRE),All Dreams Equine,KY,20,10.3,138,4/19,West Bloodstock / Repole Stables,"40,000",,AllDreamsE
656,,B,F,3,31,16,Alternation,Memories of Mystic,Dixie Union,Costanzo Sales,MD,D,10.0,47,4/19,"Sallusto & Albino, Agent for Loudmouth Racing LLC","160,000",,CostanzoSa
657,,DB/BR,C,2,2,16,Shanghai Bobby,Mentally Unstable,Good Reward,"Off the Hook LLC, Agent IV",KY,13,11.0,159,4/19,"K.O.I.D. Co., Ltd.","20,000",,OfftheHook
658,,DB/BR,F,3,1,16,Shanghai Bobby,Mercuria,Medaglia d'Oro,Bobby Jones Equine LLC,FL,D,10.2,72,4/19,Ted Hoover,"40,000",PS,JonesEquin
659,,GR/RO,C,4,13,16,Flashback,Meridian Mama,Forestry,"Bobby Dodd, Agent III",KY,10,10.1,1,4/19,Eaton Bloodstock,"260,000",,DoddAgentI
660,,GR/RO,C,2,16,16,Declaration of War,Merry Me in Spring,Wekiva Springs,"Eisaman Equine, Agent",FL,7,10.4,109,4/19,Pewter Stable,"30,000",,EisamanEqu
661,Sky Chaser,CH,F,3,28,16,Drill,Mesa Mist,Sky Mesa,"Julie Davies, Agent XII",FL,18,10.3,143,4/19,S.R.O.A. (K.O.I.D.),"38,000",,DaviesAgen
662,Maid of Iron,GR/RO,F,1,25,16,Concord Point,Mettle,Silver Deputy,"New Episode Training Center, Inc., Agent",KY,3,out,,,Withdrawn,Out,,NewEpisode
663,,B,F,3,21,16,Street Sense,Midnight Music (IRE),Dubawi (IRE),"Stephens Thoroughbreds LLC, Agent VII",KY,H,out,,,Withdrawn,Out,,StephensTh
664,,DB/BR,F,3,4,16,Tale of the Cat,Midtown Miss,Yes It's True,"Eisaman Equine, Agent",VA,7,out,,,Withdrawn,Out,,EisamanEqu
665,,B,F,5,8,16,Munnings,Mighty Eros,Freud,"Off the Hook LLC, Agent",NY,13,10.2,151,4/19,"30,000",Not Sold,,OfftheHook
666,,,,,,,,,,,,,,,,Withdrawn,Out,,
667,,DB/BR,C,5,9,16,More Than Ready,Mimi's Bling,Bernstein,"Brick City Thoroughbreds, Agent",KY,3,10.1,13,4/19,"Peter Miller, Agent","75,000",,BrickCityT
668,,DB/BR,F,3,3,16,Uncaptured,Mine Legend,Mineshaft,"Blue River Bloodstock, Inc., Agent II",FL,18,20.4,14,4/19,Lane's End Bloodstock,"200,000",,BlueRiverB
669,,CH,F,2,6,16,Candy Ride (ARG),Minesave,Mineshaft,"RiceHorse Stable (Brandon & Ali Rice), Agent X",KY,17,21.1,11,4/19,"Mike Ryan, Agent","650,000",,RiceHorseS
670,Strella's War,GR/RO,F,4,30,16,Declaration of War,Minishaft,Mineshaft,"Paul Sharp, Agent VIII",KY,C,10.3,161,4/19,Withdrawn,Out,,SharpAgent
671,,CH,C,2,20,16,Street Boss,Ministrel Lisa,Vindication,"Off the Hook LLC, Agent IV",KY,13,10.1,71,4/19,Soldi Stables LLC,"20,000",,OfftheHook
672,,B,C,5,1,16,Include,Miso Pretty,Forest Wildcat,"Hoppel's Horse & Cattle Co., Inc., Agent II",KY,A,10.2,36,4/19,Robert DiBona,"75,000",,HoppelsHor
673,,B,C,4,10,16,Awesome Again,Miss Attractive,Running Stag,Barbazon Racing & Bloodstock LLC,KY,19,10.2,55,4/19,John Fox,"15,000",,BarbazonRa
674,Downstream,CH,F,4,19,16,City Zip,Miss Blue Grass,St. Jovite,"Harris Training Center LLC, Agent V",KY,13,10.2,81,4/19,R & M Stable,"75,000",,HarrisTrai
675,,B,C,4,18,16,Shanghai Bobby,Miss Bonnie,Officer,"Hidden Brook, Agent I",KY,2,out,,,Withdrawn,Out,,HiddenBroo
676,,B,C,3,31,16,Freud,Miss Gazon (IRE),Royal Academy,"Jimmy Miranda, Agent II",NY,2,10.3,77,4/19,S.R.O.A. (K.O.I.D.),"35,000",,MirandaAge
677,,CH,C,3,18,16,Overanalyze,Missing Treasure,Out of Place,"James Layden, Agent",KY,1,out,,,Withdrawn,Out,,LaydenAgen
678,,DB/BR,F,4,23,16,Giant's Causeway,Miss Luann,Unbridled's Song,"Ocala Stud, Agent",KY,4,out,,,Withdrawn,Out,,OcalaStudA
679,,CH,C,5,5,16,Munnings,Miss Rhonda,Put It Back,"Craig L. Wheeler, Agent",FL,3,10.2,110,4/19,"Triple Crown (Jo, Myung Sik)","65,000",,WheelerAge
680,Honeyiloveyou,B,F,3,3,16,Paynter,Miss Sheltowee,Najran,"Randy Miles, Agent XVI",KY,18,10.2,73,4/19,"Steve Hobby, Agent for HWL Partnership","50,000",,MilesAgent
681,,B,F,4,23,16,Revolutionary,Miss Silver City,Silver Train,"Mayberry Farm, Agent II",FL,B,10.3,149,4/19,Aaugh Racing,"24,000",,MayberryFa
682,,CH,C,4,3,16,He's Had Enough,Miss Thunderella,Thunder Gulch,"Top Line Sales LLC, Agent XLI",FL,14,out,,,Withdrawn,Out,,TopLineSal
683,,B,C,4,11,16,Goldencents,Miss Valiant,Valiant Nature,"Off the Hook LLC, Agent XII",KY,13,10.1,26,4/19,"Oracle Bloodstock, Agent","87,000",,OfftheHook
684,No Treble,DB/BR,C,2,29,16,Maclean's Music,Missy Rules,Peace Rules,"TIP Thoroughbred Investment Possibilities, Agent III",KY,19,10.0,43,4/19,"37,000",Not Sold,,TIPThoroug
685,,B,F,2,7,16,Tiznow,Miz Kella,Harlan's Holiday,"Woodford Thoroughbreds, Agent",KY,17,10.2,56,4/19,Eclipse Thoroughbred Partners,"240,000",PS,WoodfordTh
686,,B,F,4,24,16,Uncaptured,Mob Wife,Closing Argument,"Starting Point Thoroughbreds, Agent",FL,2,out,,,Withdrawn,Out,,StartingPo
687,,B,C,4,1,16,Kitten's Joy,Mo Cheoil Thu (IRE),In the Wings (GB),"Equinox, Inc., Agent",KY,16,out,,,Withdrawn,Out,,EquinoxInc
688,,CH,C,4,14,16,Distorted Humor,Modeling,Tapit,"Crupi's New Castle Farm, Agent III",KY,6,out,,,Withdrawn,Out,,CrupisNewC
689,,B,F,4,26,16,Quality Road,Modest Madame,King Cugat,"Eisaman Equine, Agent",MD,7,10.4,29,4/19,D. J. Stable LLC,"80,000",,EisamanEqu
690,,GR/RO,F,1,10,16,He's Had Enough,Mojito Magic,Elusive Quality,"Harris Training Center LLC, Agent XIV",FL,13,21.3,51,4/19,Morrisville State College,"22,000",,HarrisTrai
691,,DB/BR,C,3,27,16,Justin Phillip,Moma Loca,Doneraile Court,"Hemingway Racing and Training Stables LLC, Agent X",KY,16,10.2,15,4/19,"42,000",Not Sold,,HemingwayR
692,,DB/BR,F,3,23,16,Twirling Candy,Money for Makeup,Forestry,"Eddie Woods, Agent XXV",LA,11,10.1,5,4/19,Withdrawn,Out,,WoodsAgent
693,Bit Coin Queen,DB/BR,F,3,31,16,Big Drama,Money Queen,E Dubai,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",FL,7,out,,,Withdrawn,Out,,SouthernCh
694,,B,F,1,21,16,Shackleford,Monono,Whywhywhy,"King's Equine, Agent VIII",NY,2,10.2,141,4/19,Reddam Racing LLC,"55,000",,KingsEquin
695,,DB/BR,C,5,10,16,Shakin It Up,Moon Confidential,Malibu Moon,"Robert Brewer, Agent",KY,A,10.2,52,4/19,"42,000",Not Sold,,BrewerAgen
696,,B,F,4,8,16,Overanalyze,Moon Music,Malibu Moon,"Halcyon Hammock Farm, Agent",KY,1,10.3,137,4/19,S.R.O.A. (K.O.I.D.),"30,000",,HalcyonHam
697,,DB/BR,F,4,17,16,Curlin,Moon Philly,Malibu Moon,Imagine...,KY,1,out,,,Withdrawn,Out,,Imagine
698,,GR/RO,F,3,12,16,The Factor,Moonshine Magic,Bluegrass Cat,"Blue River Bloodstock, Inc., Agent II",KY,18,22.0,101,4/19,"K.O.I.D. Co., Ltd.","50,000",,BlueRiverB
699,,B,C,3,18,16,Union Rags,Majestic Jewel,Cindago,"Hartley/DeRenzo Thoroughbreds LLC, Agent",KY,5,out,,,Withdrawn,Out,,Hartley/De
700,,B,C,1,26,16,Bernardini,More Than a Cruise,More Than Ready,"de Meric Sales, Agent XI",KY,12,10.3,31,4/19,"K.O.I.D. Co., Ltd.","35,000",,deMericSal
701,,DB/BR,C,4,19,16,Flatter,More Than Love,More Than Ready,"SGV Thoroughbreds LLC (Steven Venosa), Agent",NY,1,10.3,42,4/19,"Mike Mareina, Agent","45,000",PS,SbnGVThoro
702,Grateful Praise,DB/BR,F,4,6,16,Alternation,More Than Proud,More Than Ready,"TIP Thoroughbred Investment Possibilities, Agent V",KY,19,10.1,162,4/19,Withdrawn,Out,,TIPThoroug
703,,CH,F,3,9,16,More Than Ready,Morning Gallop,Victory Gallop,"Top Line Sales LLC, Agent XL",NY,14,out,,,Withdrawn,Out,,TopLineSal
704,,DB/BR,C,3,8,16,Sky Mesa,Morning Rush,Unbridled's Song,"de Meric Sales, Agent V",FL,12,out,,,Withdrawn,Out,,deMericSal
705,,DB/BR,C,2,5,16,Bellamy Road,Mo Rogue,Sky Mesa,"Blue River Bloodstock, Inc., Agent I",FL,18,22.1,140,4/19,"39,000",Not Sold,,BlueRiverB
706,,B,C,3,16,16,Violence,Moshe Diane,Pollard's Vision,"SBM Training and Sales, Agent IV",KY,15,10.3,90,4/19,"Zach Maddan, Agent for Loooch Racing","22,000",,SBMTrainin
707,,GR/RO,F,4,6,16,With Distinction,Mossy Bank,Smoke Glacken,"RiceHorse Stable (Brandon & Ali Rice), Agent XIX",FL,17,10.2,157,4/19,Withdrawn,Out,,RiceHorseS
708,,GR/RO,F,4,30,16,The Factor,Mo's Teresa,Momentum,"Off the Hook LLC, Agent for Gelfenstein Farm",KY,13,10.1,50,4/19,Crawford Farms LLC,"95,000",PS,OfftheHook
709,,B,F,5,29,16,Cairo Prince,Motel Lass,Bates Motel,"Price Thoroughbreds LLC, Agent",KY,G,out,,,Withdrawn,Out,,PriceThoro
710,,CH,F,5,1,16,Animal Kingdom,Motivated Sreva,Lear Fan,"Eddie Woods, Agent XI",KY,11,out,,,Withdrawn,Out,,WoodsAgent
711,,B,F,3,29,16,Jimmy Creed,Mountain Tiger,Tiger Ridge,"Hartley/DeRenzo Thoroughbreds LLC, Agent",KY,5,10.1,22,4/19,Red Baron's Barn or Rancho Temescal LLC,"350,000",,Hartley/De
712,,B,C,4,13,16,Arch,Mourette,Smart Strike,Imagine...,KY,1,out,,,Withdrawn,Out,,Imagine
713,,B,C,5,12,16,Successful Appeal,Mrs. Greeley,Mr. Greeley,"Top Line Sales LLC, Agent II",KY,14,10.1,37,4/19,D P Racing LLC,"110,000",,TopLineSal
714,,DB/BR,F,3,6,16,Verrazano,Mula Mula,Gone West,"Flying Fish, Agent",NY,E,10.4,25,4/19,Jose Juan Vazquez,"20,000",,FlyingFish
715,,DB/BR,F,2,14,16,Mucho Macho Man,Muse of Fire,Dixie Union,"Eisaman Equine, Agent",FL,7,10.2,66,4/19,Diane Perkins,"18,000",,EisamanEqu
716,,DB/BR,C,3,6,16,Quality Road,My Catriona,Tactical Cat,"RiceHorse Stable (Brandon & Ali Rice), Agent I",FL,17,10.4,83,4/19,Wayne Spalding,"12,000",,RiceHorseS
717,Steel Cut Oats,DB/BR,C,5,9,16,Macho Uno,My Diamond Gal,Concorde's Tune,"TIP Thoroughbred Investment Possibilities, Agent I",KY,19,10.1,142,4/19,"39,000",Not Sold,,TIPThoroug
718,,B,C,3,30,16,Alternation,My Favorite Tune,Maria's Mon,"Off the Hook LLC, Agent XII",KY,13,10.2,99,4/19,"Triple Crown (Kim, Jin Tae)","65,000",,OfftheHook
719,,CH,C,2,28,16,Street Boss,Myfriendthebird,Birdstone,"Classic Bloodstock LLC, Agent I",NY,17,10.4,105,4/19,S.R.O.A. (K.O.I.D.),"45,000",,ClassicBlo
720,Spin to Gold,CH,F,3,12,16,Hard Spun,My Golden Belle,My Golden Song,"Classic Bloodstock LLC, Agent I",KY,17,out,,,Withdrawn,Out,,ClassicBlo
721,,B,C,5,2,16,Majesticperfection,My Heavenly Sign,Forest Camp,J. J. Thoroughbreds,KY,20,out,,,Withdrawn,Out,,JJThorough
722,,CH,C,4,20,16,Exchange Rate,Mykindasaint,Saint Ballado,Grassroots Training & Sales LLC,KY,J,10.2,54,4/19,Majed Almorzooqi,"35,000",,Grassroots
723,,CH,F,5,3,16,Hard Spun,My Mammy,Came Home,"Randy Bradshaw, Agent III",VA,15,10.3,144,4/19,"50,000",Not Sold,,BradshawAg
724,Diamond Creed,CH,C,5,12,16,Jimmy Creed,My Outlet,Montbrook,All Dreams Equine,FL,20,10.2,32,4/19,"13,000",Not Sold,,AllDreamsE
725,,B,F,4,20,16,Tiznow,Myriad,Ghostzapper,"Eddie Woods, Agent X",KY,11,11.1,152,4/19,Withdrawn,Out,,WoodsAgent
726,,B,C,3,25,16,Giant's Causeway,My Special Secret,Mineshaft,"Off the Hook LLC, Agent IX",KY,13,10.2,119,4/19,Phoenix Thoroughbred (III) Ltd.,"625,000",,OfftheHook
727,,B,C,2,20,16,Maclean's Music,Mystery Itself,Pulpit,"Niall Brennan Stables, Agent III",KY,8,10.3,123,4/19,Withdrawn,Out,,BrennanSta
728,,B,C,4,27,16,Algorithms,Mystic Lady,Thunder Gulch,"Hemingway Racing and Training Stables LLC, Agent I",FL,16,10.2,69,4/19,Ron Spatz Agt for Wasabi Racing,"25,000",PS,HemingwayR
729,,DB/BR,C,3,24,16,Uncaptured,Mystorymyway,Graeme Hall,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",FL,7,21.3,92,4/19,T M C,"80,000",PS,SouthernCh
730,,B,C,3,9,16,Uncle Mo,My Success,A.P. Indy,"Eddie Woods, Agent XLVI",NY,11,out,,,Withdrawn,Out,,WoodsAgent
731,Declaration,CH,C,2,12,16,Declaration of War,My Way,Unbridled's Song,"Ocala Stud, Agent for Peter E. Blum Thoroughbreds",KY,4,out,,,Withdrawn,Out,,OcalaStudA
732,,DB/BR,F,3,4,16,Gone Astray,My Wonder Baby,Forestry,Silver Star,FL,H,out,,,Withdrawn,Out,,SilverStar
733,,GR/RO,F,2,27,16,Cairo Prince,Nakiska Moon,Malibu Moon,"de Meric Sales, Agent XI",KY,12,21.1,8,4/19,"Nick J. Hines, Agent for Slam Dunk Racing","130,000",,deMericSal
734,,GR/RO,C,2,6,16,Midnight Lute,Nandira,Speightstown,"King's Equine, Agent IV",KY,2,10.1,88,4/19,Withdrawn,Out,,KingsEquin
735,,B,C,3,9,16,Take Charge Indy,Nany's Sweep,End Sweep,"Off the Hook LLC, Agent for Gelfenstein Farm",KY,13,10.0,2,4/19,"B S W Bloodstock - Liz Crow, Agent","270,000",,OfftheHook
736,,CH,F,3,23,16,Eskendereya,Nash's Joy,Kitten's Joy,Thoroughbred Champions Training Center LLC,KY,20,22.2,89,4/19,Rafael Kodesh,"15,000",,Thoroughbr
737,,CH,F,5,8,16,Will Take Charge,Nasty Rumor,Johannesburg,"Scanlon Training & Sales, Agent XVI",KY,2,10.4,134,4/19,Withdrawn,Out,,ScanlonTra
738,,B,C,4,7,16,Uncle Mo,Natchez Trace,Consolidator,"de Meric Sales, Agent II",KY,12,22.1,94,4/19,"67,000",Not Sold,,deMericSal
739,,DB/BR,F,2,22,16,Giant's Causeway,Native One,Indian Charlie,"de Meric Sales, Agent XXVII",KY,12,10.2,59,4/19,Pewter Stable,"67,000",,deMericSal
740,,B,C,4,5,16,With Distinction,Natural Glow,Siphon (BRZ),"All In Sales (Tony Bowling), Agent",FL,F,10.2,57,4/19,Red Baron's Barn or Rancho Temescal LLC,"55,000",,AllInSales
741,,B,F,4,24,16,Take Charge Indy,Naughty Holiday,Harlan's Holiday,"Paul Sharp, Agent IX",KY,C,10.1,6,4/19,Cromwell Bloodstock,"70,000",,SharpAgent
742,Require,B,F,4,21,16,Blame,Need,Strong Hope,"Harris Training Center LLC, Agent I",KY,13,11.0,120,4/19,Spendthrift Farm,"32,000",,HarrisTrai
743,Newly Minted,B,F,4,10,16,Central Banker,Newbie,Bernardini,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY,9,10.1,108,4/19,Beach Haven Thoroughbreds LLC,"110,000",,SequelBloo
744,,DB/BR,C,2,25,16,Medaglia d'Oro,Nicole H,Mr. Greeley,"Tom McCrocklin, Agent IV",KY,19,21.0,21,4/19,"Ron Ellis, Agt","250,000",PS,McCrocklin
745,,B,C,4,4,16,Bodemeister,Night Drive,Bernardini,"McKathan Bros., Agent IV",KY,6,10.4,139,4/19,Osiris Bautista,"10,000",,McKathanBr
746,,B,F,4,1,16,Street Sense,Niji's Grand Girl,Candy Ride (ARG),Brick City Thoroughbreds,KY,3,10.4,104,4/19,"24,000",Not Sold,,BrickCityT
747,,DB/BR,F,2,20,16,Speightstown,Nikkis Smartypants,Smarty Jones,"Niall Brennan Stables, Agent XXXIV",KY,8,out,,,Withdrawn,Out,,BrennanSta
748,,DB/BR,F,5,24,16,Candy Ride (ARG),Noble Idea,Deputy Minister,"Eddie Woods, Agent XXVII",KY,11,21.4,91,4/19,Bloom Racing Stable,"45,000",,WoodsAgent
749,,B,C,2,10,16,Run Away and Hide,No Llores Catita (CHI),Crary,"Paul Sharp, Agent XI",KY,C,10.2,46,4/19,PWF,"50,000",,SharpAgent
750,,DB/BR,C,5,17,16,Shakin It Up,No Name Needed,Medaglia d'Oro,Circle D Thoroughbreds,KY,G,out,,,Withdrawn,Out,,CircleDTho
751,,CH,F,1,31,16,Violence,Noon Time Shower,Noonmark,"Woodford Thoroughbreds, Agent",KY,17,out,,,Withdrawn,Out,,WoodfordTh
752,Plainsweetjane,DB/BR,F,3,10,16,Street Boss,Norway Star,Roman Ruler,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVII",KY,5,10.3,117,4/19,Eclipse Thoroughbred Partners,"32,000",,WavertreeS
753,,DB/BR,C,5,25,16,Violence,No Small Wonder,Capote,"Richardson Bloodstock, Agent",KY,3,out,,,Withdrawn,Out,,Richardson
754,,GR/RO,F,3,20,16,Into Mischief,No Use Denying,Maria's Mon,"Randy Bradshaw, Agent III",KY,15,10.1,30,4/19,"Lance Gasaway, Liz Crow/BSW, Agt","120,000",PS,BradshawAg
755,,CH,F,5,22,16,Mizzen Mast,Now and Forever,Maria's Mon,"Top Line Sales LLC, Agent XIV",KY,14,10.4,93,4/19,Ervin Rodriguez,"17,000",,TopLineSal
756,,B,F,2,27,16,Shackleford,Now Now Girl,Tiznow,"Pick View LLC, Agent III",NY,14,10.3,106,4/19,"Gary Contessa, Agent","60,000",PS,PickViewLL
757,,CH,C,4,16,16,Malibu Moon,Oatsee,Unbridled,"Flying Fish, Agent IV",KY,E,10.4,95,4/19,Withdrawn,Out,,FlyingFish
758,,B,F,4,17,16,Into Mischief,Ocala Sky,Dynaformer,"Randy Miles, Agent VI",FL,18,10.0,38,4/19,Gary Broad,"110,000",PS,MilesAgent
759,,CH,C,2,23,16,Flashback,Ocean Magic,Posse,"Flying Fish, Agent",KY,E,10.2,146,4/19,"Chad Summers, Agent","40,000",,FlyingFish
760,,GR/RO,C,3,5,16,Cairo Prince,Ode to Sami,Lion Heart,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VIII",OH,5,11.0,68,4/19,"Zach Maddan, Agent for Loooch Racing","45,000",,WavertreeS
761,,GR/RO,C,2,20,16,He's Had Enough,Oh Boo Hoo,Kafwain,"SGV Thoroughbreds LLC (Steven Venosa), Agent",FL,1,10.3,131,4/19,"Gayle Van Leer, Agent","80,000",,SbnGVThoro
762,,B,C,5,12,16,Into Mischief,Oh So Nice,Smart Strike,Thoroughbred Champions Training Center LLC,KY,20,21.3,39,4/19,Ralph M. Evans,"200,000",,Thoroughbr
763,Lord Hendrick,CH,C,3,11,16,Violence,Oil Painting,Distorted Humor,"Eddie Woods, Agent LXXIII",KY,11,out,,,Withdrawn,Out,,WoodsAgent
764,,DB/BR,C,2,3,16,Medaglia d'Oro,Oleanda Avenue,A.P. Indy,"RiceHorse Stable (Brandon & Ali Rice), Agent VII",KY,17,10.4,53,4/19,Withdrawn,Out,,RiceHorseS
765,Lucky O,DB/BR,C,3,24,16,Itsmyluckyday,Ometz,Deputy Commander,"Classic Bloodstock LLC, Agent II",NY,17,10.2,19,4/19,"Zilla Racing Stables & Acqua Nova - Liz Crow, Agt","75,000",,ClassicBlo
766,,GR/RO,C,3,24,16,The Factor,Omi Diamond,Fusaichi Pegasus,"Randy Miles, Agent",ON,18,10.0,3,4/19,Makoto Kato,"70,000",,MilesAgent
767,,DB/BR,C,2,27,16,Magician (IRE),One Gun,Malibu Moon,"Sequel Bloodstock, Agent",NY,9,out,,,Withdrawn,Out,,SequelBloo
768,Secret Maneuver,B,F,2,23,16,Trappe Shot,Oneminutetomidnite,Street Cry (IRE),"Mayberry Farm, Agent",MD,B,10.3,97,4/19,"20,000",Not Sold,,MayberryFa
769,,B,C,3,7,16,Overanalyze,One More Wild Ride,Wildcat Heir,"Hartley/DeRenzo Thoroughbreds LLC, Agent",OH,5,10.2,96,4/19,"Zach Maddan, Agent for Loooch Racing","225,000",,Hartley/De
770,Super Cat,CH,F,3,29,16,Super Saver,Oneofacat,Deputy Minister,"Crupi's New Castle Farm, Agent X",KY,6,10.2,58,4/19,Joseph A. Ioia,"75,000",,CrupisNewC
771,,B,C,3,29,16,Union Rags,One Time Only,Lemon Drop Kid,"Eddie Woods, Agent X",KY,11,22.0,136,4/19,"M.G. Investment, Co.","25,000",,WoodsAgent
772,,CH,C,2,6,16,Noble Mission (GB),One West,Gone West,"Randy Miles, Agent",KY,18,out,,,Withdrawn,Out,,MilesAgent
773,,B,C,4,27,16,Violence,One World (AUS),Danehill,"Envision Equine, Agent V",KY,D,21.1,103,4/19,Withdrawn,Out,,EnvisionEq
774,,CH,C,5,12,16,Maclean's Music,Onlyoneanna,Hook and Ladder,"de Meric Sales, Agent I",FL,12,10.2,121,4/19,S.R.O.A. (K.O.I.D.),"27,000",,deMericSal
775,Equine Bolt,DB/BR,C,3,25,16,Orb,On the Same Page,Catienus,"Randy Miles, Agent II",KY,18,10.4,102,4/19,Korea Bloodstock,"32,000",PS,MilesAgent
776,,DB/BR,C,4,3,16,Archarcharch,Oops Cowles,Malibu Moon,"Bobby Dodd, Agent VIII",FL,10,10.1,48,4/19,Kathleen O'Connell & Denny Holman,"47,000",,DoddAgentV
777,,DB/BR,F,2,5,16,With Distinction,Orchid Isle,Zamindar,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",FL,7,21.1,163,4/19,"107,000",Not Sold,,SouthernCh
778,,GR/RO,F,4,4,16,Creative Cause,Ormolu,Indian Charlie,"Eddie Woods, Agent IX",KY,11,10.4,107,4/19,Angel Contreras,"9,000",,WoodsAgent
779,,CH,F,4,3,16,Graydar,O So Appealing,Forestry,"Woodford Thoroughbreds, Agent",KY,17,10.2,82,4/19,Withdrawn,Out,,WoodfordTh
780,,B,C,3,30,16,Mineshaft,Ournaughtyescapade,Unbridled's Song,"Wavertree Stables, Inc. (Ciaran Dunne), Agent III",FL,5,10.1,,4/21,"Big Dom Racing Stable, Domenic Fuda","90,000",,WavertreeS
781,,B,F,4,14,16,Elusive Quality,Oursaturdayspecial,Any Given Saturday,"Mayberry Farm, Agent VI",KY,B,10.3,23,4/19,"19,000",Not Sold,,MayberryFa
782,Henny's Treasure,B,F,1,11,16,Treasure Beach (GB),Outstanding Henny,Hennessy,"Hemingway Racing and Training Stables LLC, Agent XVIII",FL,16,10.3,122,4/19,"57,000",Not Sold,,HemingwayR
783,,B,F,4,8,16,Uncle Mo,Overprepared,Quality Road,"Woodford Thoroughbreds, Agent",KY,17,10.3,158,4/19,"Hubert Guy Bloodstock, Agent","25,000",,WoodfordTh
784,,B,C,2,29,16,Alternation,Over the Moon,Malibu Moon,"Top Line Sales LLC, Agent XXI",MD,14,out,,,Withdrawn,Out,,TopLineSal
785,,B,F,3,25,16,Flat Out,Pacific Whisper,Forestry,"Grassroots Training & Sales LLC, Agent V",KY,J,out,,,Withdrawn,Out,,Grassroots
786,,CH,F,4,10,16,Orb,Pampering,Hennessy,"Bobby Dodd, Agent II",KY,10,out,,,Withdrawn,Out,,DoddAgentI
787,,GR/RO,C,2,3,16,Graydar,Paparika,Pappa Riccio,"Bobby Dodd, Agent I",KY,10,10.1,87,4/19,Withdrawn,Out,,DoddAgentI
788,,DB/BR,C,4,28,16,Strong Mandate,Papa's Kara,High Yield,"McKathan Bros., Agent II",NY,6,10.1,40,4/19,"48,000",Not Sold,,McKathanBr
789,,CH,C,4,24,16,Shackleford,Papier Mache,Marquetry,Thoroughbred Champions Training Center LLC,KY,20,23.1,156,4/19,"Josh Appleton, Acres of Green, LTD","13,000",,Thoroughbr
790,,GR/RO,F,4,18,16,Exchange Rate,Paradise Bound,Pulpit,"Eddie Woods, Agent XI",KY,11,21.3,60,4/19,"145,000",Not Sold,,WoodsAgent
791,,GR/RO,C,3,19,16,Liaison,Passeporta,Rockport Harbor,"Hoppel's Horse & Cattle Co., Inc., Agent",KY,A,21.2,135,4/19,"Peter Miller, Agent","40,000",,HoppelsHor
792,,B,C,2,22,16,Quality Road,Passion Overflow,Hennessy,"Top Line Sales LLC, Agent X",IRE,14,out,,,Withdrawn,Out,,TopLineSal
793,,B,F,4,7,16,Will Take Charge,Pastel Gal,Lemon Drop Kid,"Randy Miles, Agent XIV",KY,18,10.3,133,4/19,Withdrawn,Out,,MilesAgent
794,,CH,F,3,31,16,Lucky Pulpit,Patriotic Brother,Brother Derek,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",CA,5,10.2,20,4/19,Ryan Ritt,"40,000",,WavertreeS
795,,B,C,3,3,16,Pioneerof the Nile,Payable On Demand,Out of Place,"Harris Training Center LLC, Agent IV",KY,13,10.2,4,4/19,"David Meah, Agent for Rusty Jones","60,000",,HarrisTrai
796,,B,F,4,8,16,Take Charge Indy,Peaceful Town,Speightstown,Brick City Thoroughbreds,KY,3,10.2,,4/21,Rio Del Sol Stables,"22,500",PS,BrickCityT
797,,DB/BR,C,2,12,16,Shanghai Bobby,Peace Process,War Front,"Scanlon Training & Sales, Agent XIV",KY,2,10.3,44,4/19,"Barry Dolan, Agent for Daniel Eubanks","32,000",,ScanlonTra
798,,B,C,3,24,16,Congrats,Pearl Queen,Street Sense,"Dark Star Thoroughbreds, Agent",FL,G,10.2,62,4/19,"39,000",Not Sold,,DarkStarTh
799,,CH,C,4,16,16,Flatter,Peisinoe,Yes It's True,"Envision Equine, Agent",FL,D,21.1,27,4/19,Harlow Stables LLC,"170,000",,EnvisionEq
800,,DB/BR,C,3,18,16,Hard Spun,Pension,Seeking the Gold,"Tom McCrocklin, Agent IV",KY,19,21.1,63,4/19,John C. Oxley,"400,000",,McCrocklin
